RIDAGEYR
36
45
50
70
53
74
50
49
57
80
80
61
60
55
6
80
44
43
80
70
60
45
20
44
0
76
1
53
6
17
7
60
71
64
66
65
5
80
57
37
60
3
63
42
2
51
15
11
3
9
80
26
69
78
47
15
80
47
49
8
73
68
66
64
51
7
32
38
17
53
63
59
42
59
38
41
72
4
16
54
71
63
30
77
10
42
61
80
72
10
50
41
6
13
12
80
12
63
22
0
52
55
64
54
50
70
80
58
58
0
47
29
20
53
6
52
48
8
9
80
40
60
61
10
2
68
47
36
0
73
67
28
65
17
7
28
56
13
14
66
48
22
25
80
67
32
64
65
62
7
48
68
80
51
67
29
80
63
66
44
74
49
62
67
55
67
15
61
24
10
26
48
53
46
56
80
37
55
47
80
5
26
43
50
2
60
61
54
69
64
40
66
60
5
48
72
19
4
80
44
6
54
4
80
76
58
6
49
48
55
80
3
2
66
47
10
57
26
34
52
62
27
18
15
69
57
71
11
20
4
26
80
70
29
13
69
11
40
52
63
80
67
39
12
22
9
69
80
56
80
42
70
66
71
10
68
46
44
69
65
73
53
80
6
66
28
72
60
39
55
72
46
55
65
9
41
23
61
50
16
53
12
72
70
53
64
74
80
43
20
67
35
16
65
61
55
44
26
72
52
80
8
60
69
37
33
43
70
22
38
30
0
63
60
80
62
2
30
34
14
46
54
80
1
57
54
61
23
16
65
48
59
0
61
57
44
60
48
12
5
14
0
80
4
63
57
62
54
33
64
66
16
78
72
41
55
48
32
64
17
10
6
80
71
58
10
40
6
56
60
75
73
1
56
66
57
46
32
59
42
59
54
52
48
61
7
80
37
35
4
80
32
12
72
66
10
10
73
70
22
55
1
20
80
69
62
21
62
80
80
12
3
56
71
73
41
78
72
19
27
74
79
80
80
11
68
63
43
61
9
76
64
35
60
16
60
6
45
67
55
46
47
53
69
44
9
48
74
56
72
30
67
80
57
52
62
1
72
50
27
61
42
53
4
63
61
23
45
64
69
35
61
69
19
56
55
32
48
38
36
8
19
66
60
30
65
28
59
54
76
6
71
80
2
77
13
1
1
7
52
43
33
3
77
25
79
68
17
13
59
32
80
58
23
2
43
8
77
80
8
63
4
71
72
1
27
33
80
55
60
65
75
77
9
73
14
34
52
74
64
73
17
66
72
9
53
20
40
22
55
39
64
63
4
55
56
74
80
15
40
8
40
53
33
9
12
72
0
12
59
76
44
52
24
5
68
80
62
40
72
47
78
72
56
80
80
80
69
72
63
61
12
80
42
80
20
65
21
36
18
5
80
47
74
32
21
2
44
36
60
74
65
65
1
80
65
1
20
54
75
62
80
11
2
39
70
64
56
60
73
41
40
75
0
52
33
66
46
47
7
36
56
17
80
74
54
9
42
50
71
62
49
62
57
47
7
45
30
60
15
80
1
18
61
8
4
25
37
62
61
62
52
1
57
62
64
27
43
61
1
68
33
70
66
54
63
79
37
0
67
58
32
58
73
2
43
61
37
80
44
16
9
49
60
9
20
61
65
1
69
80
17
63
70
54
74
12
64
46
14
10
61
57
80
80
60
11
18
55
80
57
19
56
54
51
14
60
67
77
15
63
65
80
43
65
68
27
52
63
5
80
2
60
76
56
46
2
52
56
64
4
9
70
0
59
7
3
0
70
59
59
33
8
54
59
6
47
11
57
8
61
60
33
8
42
64
2
21
74
80
24
48
65
61
6
24
74
68
69
6
67
9
66
66
7
9
8
39
6
64
25
73
69
11
7
41
80
69
33
57
78
71
49
13
3
72
5
67
39
64
14
14
80
52
57
43
55
71
65
61
28
21
58
0
58
57
4
63
54
29
46
59
72
57
14
70
69
18
50
66
7
63
26
72
60
1
63
18
64
6
66
14
46
2
80
15
31
53
72
44
21
36
62
79
43
3
61
37
61
12
80
18
35
45
42
14
63
10
11
80
54
80
59
27
73
58
4
37
4
54
44
70
34
11
3
0
73
1
80
78
54
20
58
17
9
62
30
16
74
22
12
58
44
61
4
68
4
0
32
48
68
3
60
70
56
70
7
8
60
30
0
79
23
51
22
36
57
70
8
58
57
15
80
78
60
34
36
53
79
48
26
66
0
52
38
43
6
73
39
70
69
1
72
26
47
74
0
20
50
80
80
80
9
72
47
28
58
23
45
68
25
11
75
31
80
4
62
61
11
67
66
67
0
63
49
3
40
49
64
68
22
72
23
36
41
19
50
51
72
51
54
63
7
57
4
80
70
73
64
72
63
65
80
1
80
10
43
80
79
4
67
62
30
56
62
61
15
78
38
58
61
80
65
30
75
80
37
79
72
15
0
38
75
11
78
0
4
73
44
12
10
66
70
57
27
5
48
65
17
14
75
36
74
20
11
78
60
70
10
64
58
37
59
47
11
3
58
80
62
53
68
50
51
0
15
73
39
80
68
50
42
53
9
54
59
12
10
4
76
46
42
59
43
76
11
0
80
75
61
68
2
44
47
77
61
54
18
52
11
21
24
39
78
68
6
67
11
6
80
48
75
16
27
17
47
80
30
24
18
70
80
80
67
66
52
60
69
62
65
7
47
67
4
54
58
52
80
59
39
4
5
6
46
73
22
8
0
80
68
76
11
34
80
63
66
13
12
12
80
11
59
66
1
2
7
57
69
80
41
21
70
14
55
64
52
44
66
27
3
44
36
8
68
47
63
80
22
73
65
74
69
42
17
51
13
62
80
36
17
33
57
39
68
77
8
47
67
80
80
45
14
71
66
60
15
7
71
15
65
68
64
52
64
80
12
63
18
47
76
61
6
9
12
12
69
0
12
26
75
51
64
20
50
24
72
63
65
63
56
64
25
53
54
48
79
80
1
20
11
33
61
68
14
37
61
43
80
66
11
10
66
42
80
8
72
73
32
36
53
58
57
4
80
15
40
80
69
54
63
30
46
54
70
15
80
34
40
16
28
15
47
11
66
69
6
72
57
59
80
7
21
50
49
71
43
3
46
25
73
48
0
15
79
50
63
76
36
67
51
5
69
74
72
23
54
17
41
62
55
10
16
9
80
80
59
50
68
36
51
51
0
70
13
51
56
24
33
74
77
62
80
37
55
80
66
10
80
4
80
66
79
46
44
9
52
71
14
76
0
56
74
80
6
62
58
70
67
42
74
65
68
36
64
66
7
67
74
52
53
80
80
10
7
11
56
0
41
80
5
35
6
62
80
22
14
11
67
43
69
40
70
37
25
73
70
3
80
71
72
58
80
55
7
59
77
0
64
2
63
26
3
45
66
58
67
74
56
80
80
14
73
11
31
46
51
72
64
64
13
1
9
42
74
66
65
31
32
80
78
14
80
11
21
80
8
61
29
7
54
76
36
57
48
5
37
7
52
80
32
47
5
61
72
64
52
51
22
60
59
71
71
64
61
72
74
0
68
69
36
9
46
4
67
64
65
75
60
33
6
47
70
27
52
22
59
74
72
54
30
6
4
2
10
80
62
31
69
39
54
53
72
37
71
20
59
41
64
80
51
41
7
67
6
80
43
32
38
14
80
1
46
48
0
6
34
80
64
74
57
18
62
60
6
8
44
62
56
64
1
74
60
29
35
0
56
43
21
4
41
24
66
62
71
14
44
25
42
30
27
80
61
75
75
0
54
66
14
32
46
20
47
50
55
14
64
13
19
63
0
20
80
71
68
56
9
80
80
54
59
59
76
69
70
61
57
62
49
26
69
8
60
18
28
67
60
58
62
62
33
78
5
25
41
8
14
53
18
3
65
7
22
28
73
66
16
56
77
80
10
68
51
58
6
6
9
73
80
70
80
14
76
1
65
64
62
5
75
5
38
36
0
51
68
50
80
73
0
64
70
14
28
73
56
24
77
66
63
69
41
4
80
65
50
22
64
66
69
43
80
60
28
6
56
54
73
0
45
39
16
44
71
53
79
80
44
51
35
61
65
13
64
35
44
74
13
42
46
60
30
14
63
50
54
40
50
36
45
29
77
60
57
57
6
42
16
73
6
66
55
77
4
2
72
17
31
37
30
11
11
42
6
66
75
80
46
80
51
45
56
23
80
80
37
14
60
61
44
52
74
42
68
38
56
63
80
58
41
45
8
80
65
1
65
55
78
71
50
43
71
6
45
63
0
80
11
64
76
6
0
80
36
41
69
32
49
60
72
5
37
78
32
34
73
33
36
62
57
76
30
66
44
51
24
75
64
40
53
9
39
72
49
80
80
45
68
46
70
47
66
72
52
28
69
58
0
12
76
12
45
1
14
74
37
49
3
51
16
24
47
16
78
2
2
50
48
1
2
51
60
56
57
56
13
80
14
63
49
69
77
79
37
49
22
46
57
76
52
21
56
62
19
57
47
41
52
21
80
42
65
52
63
70
80
52
80
47
69
48
16
61
80
76
46
80
69
62
30
40
17
67
57
57
68
25
62
16
6
52
12
35
78
47
60
35
80
57
54
58
14
24
69
8
76
62
40
80
29
59
63
19
40
35
70
44
13
35
59
75
44
65
6
63
37
68
80
33
36
41
55
45
1
70
80
12
55
80
24
62
78
61
3
51
60
70
80
26
10
33
60
30
51
3
12
31
65
64
50
80
14
29
47
62
64
78
78
74
61
61
37
47
78
74
28
2
64
59
42
76
59
79
80
18
80
62
20
37
79
12
80
55
72
61
42
59
68
61
52
7
42
30
73
56
54
10
60
73
63
75
80
70
4
63
71
56
13
2
66
8
6
10
61
80
76
12
12
52
11
0
80
15
9
58
48
80
60
66
18
23
76
65
77
74
72
30
11
60
10
67
77
65
47
68
72
41
9
45
70
1
75
76
13
41
62
19
80
48
3
13
50
3
3
26
44
19
50
67
51
3
51
63
14
42
39
77
49
73
65
58
6
5
73
44
9
71
16
66
73
73
0
16
57
41
29
56
10
61
66
41
80
55
2
3
10
62
69
74
2
64
26
22
51
31
44
73
72
70
30
47
24
0
22
5
45
66
38
33
43
31
38
41
10
73
45
78
14
55
78
52
16
60
66
76
80
14
40
80
80
74
70
51
57
80
80
31
78
10
68
18
25
43
49
50
1
20
0
60
55
49
20
4
6
49
56
60
62
62
56
20
46
34
45
76
72
52
68
55
66
0
3
52
42
66
80
52
54
17
72
42
42
79
59
64
60
14
13
80
75
65
5
74
26
19
7
42
10
63
12
20
75
40
35
56
80
22
18
11
15
71
69
74
78
50
58
16
47
69
59
44
60
24
59
2
9
3
64
1
76
4
80
41
6
71
72
10
18
65
60
40
80
4
61
59
36
9
46
53
58
65
60
73
54
35
51
49
67
62
2
59
3
80
26
74
50
66
9
15
44
17
80
78
44
48
45
0
10
39
30
78
70
1
55
80
49
60
3
34
72
20
58
64
16
78
47
80
12
57
47
54
41
50
34
11
65
35
80
74
49
11
4
5
80
39
0
21
52
64
39
59
20
44
70
16
2
1
70
62
73
80
60
7
25
64
65
41
5
4
68
67
71
43
34
26
60
55
15
16
60
24
80
55
26
51
22
6
0
70
28
75
18
77
56
71
12
80
69
60
60
3
66
80
21
67
76
11
68
72
55
11
34
60
61
53
58
44
63
57
9
74
74
6
13
79
44
73
44
55
68
44
40
17
7
80
44
14
4
48
62
27
49
64
80
40
58
8
66
59
65
16
5
43
70
54
66
69
80
61
56
26
70
53
60
57
0
55
13
31
73
16
65
66
12
57
58
70
36
44
57
2
48
32
43
74
60
80
50
0
51
0
4
3
42
3
34
60
42
52
55
59
14
0
45
76
63
63
1
45
4
33
30
80
74
72
54
80
80
7
56
27
74
28
59
61
8
45
42
6
16
14
11
57
70
64
76
66
58
16
73
51
72
79
38
71
68
74
33
5
14
54
41
66
19
57
72
51
75
60
4
54
2
54
80
56
57
12
6
80
48
72
19
50
43
61
2
0
70
80
33
73
10
80
3
80
40
68
63
80
75
66
60
80
7
78
71
80
69
33
61
16
44
70
46
54
67
36
55
58
7
33
65
80
80
62
63
49
51
60
75
57
29
65
11
76
13
16
79
69
1
30
0
67
5
55
54
8
17
16
17
48
73
4
1
70
25
47
39
33
66
59
54
45
21
19
46
23
76
69
0
8
1
15
60
68
46
67
72
6
80
24
13
33
12
5
2
60
43
16
44
22
3
16
38
13
64
1
30
62
14
80
68
12
11
60
3
59
36
39
53
51
73
80
80
5
36
0
10
76
71
66
6
45
50
30
73
38
6
64
52
7
2
42
1
12
31
64
67
71
67
80
25
29
73
41
48
73
0
65
2
72
33
2
79
38
69
77
19
63
66
80
65
5
64
19
34
17
16
80
3
64
79
80
80
47
49
62
55
35
6
14
59
70
65
49
66
32
69
54
46
16
52
41
60
70
6
68
58
54
35
80
6
22
6
14
1
65
21
54
3
55
66
32
67
70
14
41
37
58
67
80
62
20
32
6
34
16
33
73
1
47
78
67
34
54
80
66
55
61
75
63
55
70
48
70
71
10
15
54
80
54
26
11
15
60
70
64
68
10
66
65
62
30
9
61
66
56
19
57
25
68
37
12
65
57
36
55
80
0
52
49
13
1
68
77
55
75
80
54
64
2
8
68
30
80
66
80
72
76
11
58
53
5
21
29
6
9
3
60
60
66
34
15
33
32
6
40
56
62
8
18
18
80
41
34
70
18
40
2
23
63
49
50
42
5
50
43
51
45
64
62
46
70
59
37
80
64
53
65
57
51
9
73
32
46
80
45
47
78
18
51
36
65
7
80
60
53
60
58
80
47
72
77
57
1
4
41
3
17
34
74
17
42
44
30
58
54
54
23
20
7
28
3
58
54
7
80
58
72
46
1
33
13
50
30
1
75
63
62
75
52
80
63
78
51
18
15
43
40
72
6
64
39
57
20
23
41
49
80
47
41
43
63
4
76
76
72
50
20
17
29
66
63
31
75
63
4
33
58
10
9
72
54
3
39
68
80
0
80
38
75
60
59
25
58
1
8
64
66
63
68
66
44
7
58
56
14
67
40
44
8
72
8
64
24
71
64
45
80
64
18
59
65
80
59
40
62
70
68
8
59
60
31
78
0
80
80
68
64
57
18
54
36
36
59
53
63
80
1
24
54
14
8
75
37
80
14
17
64
51
6
22
9
19
70
30
20
72
78
30
64
60
12
65
67
9
45
53
32
56
72
70
58
52
2
80
19
39
73
60
44
68
69
68
52
62
71
13
31
53
64
55
80
66
57
77
70
48
68
11
46
65
54
60
35
60
26
11
13
36
60
74
61
30
70
80
63
54
4
80
72
45
75
80
33
80
80
80
45
30
14
78
64
2
35
50
6
59
16
61
17
70
67
69
58
36
64
58
41
58
19
80
33
14
80
58
20
45
8
80
28
67
46
76
57
30
50
76
60
71
51
61
65
67
15
36
80
8
76
51
51
80
28
80
80
9
46
80
64
2
80
77
62
60
12
19
0
52
77
22
60
80
53
33
8
41
69
42
20
32
17
63
41
10
1
80
2
34
47
13
56
66
75
30
50
57
27
66
54
51
74
69
80
67
15
9
0
54
65
80
54
23
2
80
40
